NAME,SCOP,HP_SFAM,HP_SFAMCNT,FoldSeek_SFAM,FoldSeek_SFAMCNT,TEA_SFAM,TEA_SFAMCNT,HP_vs_FoldSeek,HP_vs_TEA
d3pika_,f.5.1.0,0.75,5,0.0,0,0.0,0,0.75,0.75
d2vpja_,b.68.11.0,0.75,5,0.5,4,0.5,4,0.25,0.25
d3snra_,c.93.1.0,0.75,5,0.0,0,0.0,0,0.75,0.75
d2btua2,d.139.1.0,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d2ef5a_,c.42.1.0,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d2yqca_,c.68.1.0,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d1wl8a1,c.23.16.1,0.6666666666666666,4,0.206897,42,0.586207,42,0.45976966666666663,0.0804596666666666
d2bv6a1,a.4.5.28,0.6666666666666666,4,0.439655,252,0.288793,252,0.2270116666666666,0.3778736666666666
d6nydc_,d.20.1.0,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d2vfna_,b.80.1.6,0.6666666666666666,7,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d4gnia2,c.55.1.0,0.6666666666666666,4,0.413793,102,0.172414,102,0.2528736666666666,0.4942526666666666
d2bi7a1,c.4.1.3,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d3l18a1,c.23.16.2,0.6666666666666666,4,0.371429,42,0.342857,42,0.2952376666666666,0.3238096666666666
d3i33a2,c.55.1.1,0.6666666666666666,4,0.414894,102,0.159574,102,0.25177266666666664,0.5070926666666666
d1aa6a2,c.81.1.1,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d1gp6a_,b.82.2.1,0.6666666666666666,4,0.538462,42,0.179487,42,0.12820466666666663,0.4871796666666666
d2otda_,c.1.18.0,0.6666666666666666,4,0.625,16,0.5,16,0.04166666666666663,0.16666666666666663
d2dfka1,a.87.1.1,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d3o83a_,e.23.1.0,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d3sk3a2,c.55.1.0,0.6666666666666666,4,0.413793,102,0.275862,102,0.2528736666666666,0.39080466666666663
d4qhea_,d.151.1.1,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d7b1sb1,d.58.31.0,0.6666666666666666,4,0.5,5,0.25,5,0.16666666666666663,0.41666666666666663
d6fnua1,c.1.23.0,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d3wp4a_,b.29.1.0,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d2v9ya2,d.139.1.0,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d3g14a_,d.90.1.0,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d5ewta_,d.151.1.0,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d6fs8a1,c.52.1.34,0.6666666666666666,4,0.0434783,48,0.0,48,0.6231883666666667,0.6666666666666666
d1taza_,a.211.1.2,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d4he8m_,f.72.1.1,0.6521739130434783,162,0.0,0,0.0,0,0.6521739130434783,0.6521739130434783
d6gs4a_,f.38.1.0,0.6410256410256411,40,0.0,0,0.0,0,0.6410256410256411,0.6410256410256411
d4tpha_,f.38.1.0,0.6216216216216216,38,0.0,0,0.0,0,0.6216216216216216,0.6216216216216216
d3lv0a_,e.7.1.0,0.6,6,0.0,0,0.0,0,0.6,0.6
d1m2ka1,c.31.1.5,0.6,6,0.0,0,0.0,0,0.6,0.6
d4kqia_,c.39.1.1,0.6,6,0.0,0,0.0,0,0.6,0.6
d2x4da_,c.108.1.0,0.6,6,0.0,0,0.0,0,0.6,0.6
d1l1ja_,b.47.1.1,0.6,6,0.0,0,0.0,0,0.6,0.6
d2w40a1,c.55.1.0,0.6,6,0.448276,102,0.431034,102,0.15172399999999997,0.168966
d1qzfa1,c.71.1.1,0.6,6,0.0,0,0.0,0,0.6,0.6
d3jbra3,f.14.1.2,0.5555555555555556,10,0.333333,13,0.555556,13,0.2222225555555556,-4.4444444446956055e-7
