NAME,SCOP,HP_SFAM,HP_SFAMCNT,FoldSeek_SFAM,FoldSeek_SFAMCNT,TEA_SFAM,TEA_SFAMCNT,HP_vs_FoldSeek,HP_vs_TEA
d2fb5a1,d.320.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1y9wa1,d.108.1.1,0.0,4,0.0,0,0.0,0,0.0,0.0
d1kija1,d.14.1.3,0.0,3,0.0,0,0.0,0,0.0,0.0
d2zsja_,c.79.1.0,0.0,3,0.0,0,0.0,0,0.0,0.0
d1j2ia1,c.37.1.8,0.0,12,0.0,0,0.0,0,0.0,0.0
d3byia1,a.116.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d1efva1,c.26.2.3,0.0,3,0.0571429,39,0.0285714,39,-0.0571429,-0.0285714
d1oywa3,c.37.1.19,0.0,9,0.0,0,0.0,0,0.0,0.0
d3kasa2,c.8.4.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d2c07a1,c.2.1.2,0.058823529411764705,18,0.0,0,0.0,0,0.058823529411764705,0.058823529411764705
d1so2a_,a.211.1.2,0.3333333333333333,7,0.0,0,0.0,0,0.3333333333333333,0.3333333333333333
d7bjud_,a.123.1.1,0.0,3,0.0,0,0.0,0,0.0,0.0
d3sjna2,c.1.11.0,0.0,3,0.923077,43,0.923077,43,-0.923077,-0.923077
d1yr2a1,b.69.7.0,0.0,0,0.75,7,0.5,7,-0.75,-0.5
d5m82a1,d.110.2.0,0.0,0,0.727273,21,0.727273,21,-0.727273,-0.727273
d2cxha1,c.51.1.2,0.0,0,0.833333,13,0.416667,13,-0.833333,-0.416667
d2ov9a1,d.38.1.5,0.0,0,0.0,0,0.0,0,0.0,0.0
d3ho7a1,c.94.1.0,0.0,9,0.0,0,0.0,0,0.0,0.0
d1zowa2,c.95.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d3nyia_,c.119.1.0,0.0,3,0.0,0,0.0,0,0.0,0.0
d1jg8a_,c.67.1.1,0.0,20,0.992248,143,0.992248,143,-0.992248,-0.992248
d1k0ma1,a.45.1.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d1pgua2,b.69.4.1,0.0,2,0.692308,28,0.769231,28,-0.692308,-0.769231
d1zlpa_,c.1.12.0,0.0,2,0.692308,19,0.769231,19,-0.692308,-0.769231
d2hkja2,d.14.1.3,0.0,0,0.0,0,0.0,0,0.0,0.0
d1t0hb_,c.37.1.1,0.0,10,0.0,0,0.0,0,0.0,0.0
d1q3xa1,b.47.1.2,0.0,3,0.0,0,0.0,0,0.0,0.0
d6pnla1,c.2.1.0,0.0,20,0.0,0,0.0,0,0.0,0.0
d1em9a_,a.73.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d7nnfa2,c.78.1.0,0.3333333333333333,4,0.571429,21,0.571429,21,-0.23809566666666665,-0.23809566666666665
d1m1za1,c.26.2.1,0.0,6,0.15625,39,0.21875,39,-0.15625,-0.21875
d2v09a_,b.82.1.2,0.0,3,0.983607,65,0.983607,65,-0.983607,-0.983607
d1mvla_,c.34.1.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d6zt3a2,d.14.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d4ac9a4,c.37.1.8,0.0,10,0.0,0,0.0,0,0.0,0.0
d2asub_,b.47.1.0,0.0,3,0.0,0,0.0,0,0.0,0.0
d2nn6f1,d.14.1.4,0.0,0,0.0,0,0.0,0,0.0,0.0
d1h3na3,c.26.1.1,0.0,8,0.142857,53,0.142857,53,-0.142857,-0.142857
d1jmva_,c.26.2.4,0.0,0,0.212121,39,0.242424,39,-0.212121,-0.242424
d6v6ua_,c.37.1.8,0.0,9,0.0,0,0.0,0,0.0,0.0
d1u2pa_,c.44.1.0,0.0,0,0.75,13,0.75,13,-0.75,-0.75
d1yj5a1,c.108.1.9,0.0,6,0.0,0,0.0,0,0.0,0.0
d2gm3a1,c.26.2.4,0.0,2,0.242424,39,0.242424,39,-0.242424,-0.242424
d6ms3a2,b.29.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d5vfba_,c.1.13.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1v9fa_,d.265.1.3,0.0,0,0.0,0,0.0,0,0.0,0.0
d3v98a2,a.119.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d3kija_,c.47.1.0,0.0,3,0.347368,215,0.6,215,-0.347368,-0.6
d3cwva2,d.14.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d3i0pa_,c.122.1.0,0.0,4,0.0,0,0.0,0,0.0,0.0
d5j9ca1,c.47.1.0,0.0,2,0.315789,215,0.452632,215,-0.315789,-0.452632
d5ep2a1,c.37.1.0,0.0,13,0.0,0,0.0,0,0.0,0.0
d7lx0l_,f.31.1.0,1.0,2,0.0,0,0.0,0,1.0,1.0
d3cwca1,c.141.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d5kmya1,c.1.2.0,0.0,5,0.909091,39,0.954545,39,-0.909091,-0.954545
d1umza_,b.29.1.2,0.0,0,0.0,0,0.0,0,0.0,0.0
d3eeqa2,c.152.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d4au1a_,c.23.17.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d1e7ua4,d.144.1.4,0.0,9,0.0,0,0.0,0,0.0,0.0
d1rl0a_,d.165.1.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d1jvba1,b.35.1.2,0.0,2,0.0,20,0.0,20,0.0,0.0
d2z10a_,d.108.1.0,0.0,4,0.0,0,0.0,0,0.0,0.0
d1hska1,d.145.1.2,0.0,2,0.0,0,0.0,0,0.0,0.0
d3czya_,a.132.1.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d1jm1a_,b.33.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1muna_,a.96.1.2,0.0,0,0.0,0,0.0,0,0.0,0.0
d1pd0a4,d.109.2.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d2nnua2,b.91.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d2p3pa1,d.383.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1eqfa1,a.29.2.1,0.0,6,0.964286,31,0.964286,31,-0.964286,-0.964286
d1b12a_,b.87.1.2,0.0,0,0.0,0,0.0,0,0.0,0.0
d3gf3a2,c.14.1.4,0.0,0,0.0,0,0.0,0,0.0,0.0
d7naya1,c.2.1.0,0.0,5,0.0,0,0.0,0,0.0,0.0
d4rvca_,c.37.1.0,0.0,11,0.0,0,0.0,0,0.0,0.0
d1r3da1,c.69.1.35,0.0,8,0.0,0,0.0,0,0.0,0.0
d5axwa1,c.55.3.16,0.0,0,0.20339,61,0.0169492,61,-0.20339,-0.0169492
d4o5na1,b.19.1.2,0.0,2,0.0,0,0.0,0,0.0,0.0
d1p4ta_,f.4.1.1,0.0,0,0.285714,8,0.285714,8,-0.285714,-0.285714
d3vj8a_,a.128.1.2,0.0,4,0.0,0,0.0,0,0.0,0.0
d6wkca_,a.128.1.4,0.0,4,0.0,0,0.0,0,0.0,0.0
d2xu3a_,d.3.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d1boub_,c.56.6.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d3wkqa2,b.6.1.0,0.0,2,0.647059,51,0.571429,52,-0.647059,-0.571429
d4h0na_,c.66.1.0,0.0,8,0.0,0,0.0,0,0.0,0.0
d1u20a1,d.113.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d2csua2,c.23.4.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d2icwg_,a.202.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1sjya_,d.113.1.1,0.5,3,0.0,0,0.0,0,0.5,0.5
d2btua2,d.139.1.0,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d1dmza_,b.26.1.2,0.0,0,0.0,0,0.0,0,0.0,0.0
d5loha_,d.144.1.0,0.16666666666666666,19,0.0,0,0.0,0,0.16666666666666666,0.16666666666666666
d2fyfa_,c.67.1.0,0.0,17,0.980769,143,0.980769,143,-0.980769,-0.980769
d2r6ja_,c.2.1.0,0.0,19,0.0,0,0.0,0,0.0,0.0
d3cnva1,d.190.1.2,0.0,2,0.0,0,0.0,0,0.0,0.0
d2i6ha1,a.118.8.5,0.0,2,0.0,0,0.0,0,0.0,0.0
d4kd5a_,c.94.1.0,0.0,6,0.0,0,0.0,0,0.0,0.0
d3hcna_,c.92.1.1,0.0,0,0.5,5,0.5,5,-0.5,-0.5
d2i1ya_,c.45.1.0,0.0,5,0.0,0,0.0,0,0.0,0.0
d1ueda_,a.104.1.1,0.0,10,0.0,0,0.0,0,0.0,0.0
d1drua1,c.2.1.3,0.0,8,0.0,0,0.0,0,0.0,0.0
d5oj7a1,c.31.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d2fn1a2,d.161.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d2g5fa1,d.161.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d3nvsa_,d.68.2.2,0.0,3,0.666667,4,0.333333,4,-0.666667,-0.333333
d2ze5a_,c.37.1.26,0.0,14,0.0,0,0.0,0,0.0,0.0
d1nowa2,d.92.2.1,0.0,3,0.8,8,0.0,8,-0.8,0.0
d2dy0a_,c.61.1.0,0.0,3,0.0,0,0.0,0,0.0,0.0
d3r40a_,c.69.1.0,0.0,15,0.0,0,0.0,0,0.0,0.0
d5hhaa_,d.169.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d3fysa1,c.119.1.0,0.0,5,0.0,0,0.0,0,0.0,0.0
d6mu0a1,c.121.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d5z5ca_,c.79.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d5i1mv_,f.65.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d3ltxa_,a.123.1.0,0.0,6,0.0,0,0.0,0,0.0,0.0
d3rdla_,b.7.1.2,0.0,2,0.714286,28,0.809524,28,-0.714286,-0.809524
d2g77a1,a.69.2.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d7nnfa1,c.78.1.0,0.0,2,0.428571,21,0.428571,21,-0.428571,-0.428571
d2b1xa1,b.33.1.2,0.0,2,0.0,0,0.0,0,0.0,0.0
d4itja_,d.144.1.0,0.12,26,0.0,0,0.0,0,0.12,0.12
d3ko8a_,c.2.1.0,0.0,33,0.0,0,0.0,0,0.0,0.0
d2ekpa_,c.2.1.0,0.0,35,0.0,0,0.0,0,0.0,0.0
d1i4ua_,b.60.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d4h0oa2,c.55.1.0,0.0,0,0.275862,102,0.172414,102,-0.275862,-0.172414
d1cjxa1,d.32.1.3,0.0,0,0.0,0,0.0,0,0.0,0.0
d4e4ya1,c.2.1.0,0.038461538461538464,27,0.0,0,0.0,0,0.038461538461538464,0.038461538461538464
d1roca1,b.1.22.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d5p9va_,c.66.1.1,0.0,6,0.0,0,0.0,0,0.0,0.0
d1pyfa1,c.1.7.1,0.25,5,0.923077,19,0.923077,19,-0.673077,-0.673077
d2cb9a_,c.69.1.0,0.0,8,0.0,0,0.0,0,0.0,0.0
d1q1fa_,a.1.1.2,0.0,2,0.727273,57,0.939394,57,-0.727273,-0.939394
d2fiqa1,c.1.10.7,0.0,8,0.0,0,0.0,0,0.0,0.0
d1bs0a_,c.67.1.4,0.0,15,0.992366,143,0.992366,143,-0.992366,-0.992366
d1uqwa_,c.94.1.1,0.0,16,0.0,0,0.0,0,0.0,0.0
d4n4pa_,c.1.10.0,0.2,6,0.628571,65,0.857143,65,-0.428571,-0.657143
d5nopa_,b.68.1.0,0.0,2,0.692308,16,0.692308,16,-0.692308,-0.692308
d1vl6a1,c.2.1.7,0.0,11,0.0,0,0.0,0,0.0,0.0
d1u08a_,c.67.1.1,0.0,22,0.992248,143,0.992248,143,-0.992248,-0.992248
d5ldga_,c.2.1.0,0.0,18,0.0,0,0.0,0,0.0,0.0
d2onkc1,f.58.1.1,0.0,3,0.0,0,0.0,0,0.0,0.0
d1nkqa_,d.177.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1z2la1,c.56.5.4,0.0,0,0.65,36,0.35,37,-0.65,-0.35
d2eena_,d.63.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d7mqwa_,d.13.1.0,0.5,3,0.666667,18,0.833333,18,-0.166667,-0.333333
d5xk6a1,c.101.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d3hjha1,c.37.1.19,0.0,14,0.0,0,0.0,0,0.0,0.0
d1vjna1,d.157.1.4,0.0,2,0.0,0,0.0,0,0.0,0.0
d1k28d2,b.106.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d3gwaa1,c.95.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d2j0sa2,c.37.1.19,0.10526315789473684,20,0.0,0,0.0,0,0.10526315789473684,0.10526315789473684
d4c5ka1,c.72.1.0,0.0,4,0.941176,51,0.882353,51,-0.941176,-0.882353
d1ddza2,c.53.2.1,0.0,3,0.9,13,0.9,13,-0.9,-0.9
d1vcva1,c.1.10.1,0.25,5,0.6,65,0.933333,65,-0.35,-0.683333
d4hdrb_,c.39.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d5ysca_,c.92.2.2,0.0,4,0.914286,38,0.942857,38,-0.914286,-0.942857
d4l6ha1,c.1.22.0,0.0,0,0.666667,6,0.666667,6,-0.666667,-0.666667
d2hyka_,b.29.1.2,0.0,5,0.0,0,0.0,0,0.0,0.0
d6m37a_,d.122.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d3hqna1,c.1.12.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d3mvga_,d.165.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d6kxda1,c.95.1.0,0.0,6,0.0,0,0.0,0,0.0,0.0
d2fpra1,c.108.1.19,0.0,5,0.0,0,0.0,0,0.0,0.0
d2h3ha1,c.93.1.0,0.0,6,0.0,0,0.0,0,0.0,0.0
d3b82a1,c.37.1.8,0.05263157894736842,20,0.0,0,0.0,0,0.05263157894736842,0.05263157894736842
d1rkxa_,c.2.1.2,0.0,18,0.0,0,0.0,0,0.0,0.0
d1xoca1,c.94.1.1,0.0,15,0.0,0,0.0,0,0.0,0.0
d1ow1a_,b.131.1.3,0.0,0,0.0,0,0.0,0,0.0,0.0
d1b9ha_,c.67.1.4,0.0,13,0.992366,143,0.992366,143,-0.992366,-0.992366
d6kbya1,e.3.1.0,0.0,5,0.0,0,0.0,0,0.0,0.0
d4p0fa_,e.1.1.0,0.0,9,0.0,0,0.0,0,0.0,0.0
d2jiga_,b.82.2.15,0.0,0,0.634146,42,0.170732,42,-0.634146,-0.170732
d1t36a6,d.142.1.2,0.0,4,0.772727,29,0.772727,29,-0.772727,-0.772727
d7n7za1,c.95.1.0,0.3333333333333333,4,0.0,0,0.0,0,0.3333333333333333,0.3333333333333333
d1xqra1,a.118.1.21,0.0,4,0.0,0,0.0,0,0.0,0.0
d2qdda2,c.1.11.0,0.0,4,0.923077,43,0.923077,43,-0.923077,-0.923077
d1sy7a1,c.23.16.3,0.0,5,0.0,0,0.0,0,0.0,0.0
d1yeya2,d.54.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d2ydaa_,c.1.10.1,0.0,2,0.688889,65,0.933333,65,-0.688889,-0.933333
d1qhua1,b.66.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d6cpyb_,d.144.1.0,0.0,6,0.0,0,0.0,0,0.0,0.0
d5jrya_,c.82.1.0,0.06666666666666667,16,0.0,0,0.0,0,0.06666666666666667,0.06666666666666667
d1yarh_,d.153.1.4,0.0,0,0.304348,37,0.25,42,-0.304348,-0.25
d1g2qa_,c.61.1.1,0.0,4,0.0,0,0.0,0,0.0,0.0
d2gz4a1,a.211.1.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d1ykia_,d.90.1.1,0.0,3,0.0,0,0.0,0,0.0,0.0
d2ahua1,c.124.1.3,0.0,3,0.0,0,0.0,0,0.0,0.0
d1u3da1,a.99.1.1,0.0,4,0.0,0,0.0,0,0.0,0.0
d3p8ta_,d.104.1.1,0.0,6,0.0,0,0.0,0,0.0,0.0
d2iiza_,d.58.4.14,0.3333333333333333,4,0.254902,52,0.0588235,52,0.0784313333333333,0.27450983333333334
d5fjqa_,b.1.18.0,0.0,0,0.109375,92,0.0,92,-0.109375,0.0
d1kc0a_,c.2.1.2,0.0,21,0.0,0,0.0,0,0.0,0.0
d2axoa1,c.47.1.19,0.0,6,0.0,0,0.0,0,0.0,0.0
d2czla1,c.94.1.1,0.0,13,0.0,0,0.0,0,0.0,0.0
d2arka1,c.23.5.8,0.0,0,0.971429,37,0.942857,37,-0.971429,-0.942857
d1s3za1,d.108.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1peqa2,c.7.1.2,0.0,3,0.0,0,0.0,0,0.0,0.0
d2x7ba_,d.108.1.0,0.0,4,0.0,0,0.0,0,0.0,0.0
d1qhba_,a.111.1.2,0.0,2,0.0,0,0.0,0,0.0,0.0
d6xyua_,c.69.1.1,0.0,18,0.0,0,0.0,0,0.0,0.0
d4ee9a_,c.1.8.0,0.0,13,0.3125,135,0.572917,135,-0.3125,-0.572917
d5eyfa_,c.94.1.0,0.0,12,0.0,0,0.0,0,0.0,0.0
d1v7mv_,a.26.1.2,0.0,2,0.0,0,0.0,0,0.0,0.0
d1m1za2,d.153.1.1,0.0,0,0.0333333,37,0.0,42,-0.0333333,0.0
d1ua7a2,c.1.8.1,0.0,8,0.231481,135,0.805556,135,-0.231481,-0.805556
d1u94a1,c.37.1.11,0.0,14,0.0,0,0.0,0,0.0,0.0
d1txga2,c.2.1.6,0.0,11,0.0,0,0.0,0,0.0,0.0
d2q62a_,c.23.5.4,0.0,2,0.882353,37,0.941176,37,-0.882353,-0.941176
d4wcza_,c.14.1.0,0.0,9,0.0,0,0.0,0,0.0,0.0
d3dona2,c.2.1.7,0.0,11,0.0,0,0.0,0,0.0,0.0
d3miza_,c.93.1.0,0.0,4,0.0,0,0.0,0,0.0,0.0
d1rmwa_,c.108.1.12,0.0,3,0.0,0,0.0,0,0.0,0.0
d4kd6a_,c.14.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
g1qqp.1,b.121.4.1,0.0,3,0.0,0,0.0,44,0.0,0.0
d2a65a1,f.54.1.1,0.0,6,0.0,0,0.0,0,0.0,0.0
d1px5a1,a.160.1.2,0.0,0,0.0,0,0.0,0,0.0,0.0
d6fsga_,c.23.5.0,0.0,0,0.954545,37,0.954545,37,-0.954545,-0.954545
d1uaaa1,c.37.1.19,0.0,10,0.0,0,0.0,0,0.0,0.0
d3l4ya4,b.150.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d6u26b1,c.41.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1yf2a1,d.287.1.2,0.0,2,0.0,0,0.0,0,0.0,0.0
d2ih2a2,d.287.1.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d1yu0a1,b.163.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d3b9oa_,c.1.16.0,0.0,3,0.875,14,0.875,14,-0.875,-0.875
d2dpla1,c.26.2.0,0.0,0,0.481481,39,0.333333,39,-0.481481,-0.333333
d7cbra_,c.88.1.0,0.5,3,0.0,0,0.0,0,0.5,0.5
d1qzga_,b.40.4.3,0.0,2,0.185185,130,0.194444,130,-0.185185,-0.194444
d1lsha2,f.7.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d2p9ba2,c.1.9.17,0.0,3,0.525424,60,0.915254,60,-0.525424,-0.915254
d1xova2,c.56.5.6,0.0,0,0.314286,36,0.0833333,37,-0.314286,-0.0833333
d4hyma2,d.14.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d1n3ha_,b.55.1.2,0.0,0,0.118421,86,0.973684,86,-0.118421,-0.973684
d4arxa3,b.18.1.0,0.0,3,0.0,0,0.0,0,0.0,0.0
d2d2ea_,c.37.1.0,0.0,13,0.0,0,0.0,0,0.0,0.0
d4k4oa1,d.122.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d1q2la2,d.185.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d6xlra2,b.69.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d5vbfa_,c.82.1.0,0.0,16,0.0,0,0.0,0,0.0,0.0
d1phka_,d.144.1.7,0.0,30,0.0,0,0.0,0,0.0,0.0
d2o0ma1,c.124.1.8,0.0,3,0.0,0,0.0,0,0.0,0.0
d1ej2a_,c.26.1.3,0.0,3,0.304348,53,0.23913,53,-0.304348,-0.23913
d4ylea_,c.93.1.0,0.0,8,0.0,0,0.0,0,0.0,0.0
d6jf8a_,d.167.1.0,0.5,5,0.0,0,0.0,0,0.5,0.5
d1l0wa3,d.104.1.1,0.0,5,0.0,0,0.0,0,0.0,0.0
d1p4da_,d.89.1.5,0.0,0,0.0,0,0.0,0,0.0,0.0
d5hk8a_,c.69.1.0,0.0,6,0.0,0,0.0,0,0.0,0.0
d2d7va1,d.227.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d6ro0a_,d.166.1.1,0.0,5,0.0,0,0.0,0,0.0,0.0
d6uyba_,b.1.18.26,0.0,4,0.0,0,0.0,0,0.0,0.0
d3e9ua1,b.1.27.0,0.0,0,0.5,4,0.5,4,-0.5,-0.5
d1jiga_,a.25.1.1,0.0,3,0.575758,55,0.757576,55,-0.575758,-0.757576
d1vfga2,d.218.1.4,0.0,0,0.0,0,0.0,0,0.0,0.0
d1jpdx1,c.1.11.2,0.0,0,0.969697,43,0.969697,43,-0.969697,-0.969697
d1mswd_,e.8.1.3,0.0,5,0.0,0,0.0,0,0.0,0.0
d1m55a_,d.89.1.3,0.0,0,0.0,0,0.0,0,0.0,0.0
d1eq1a_,a.63.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d5ysza2,c.93.1.0,0.0,9,0.0,0,0.0,0,0.0,0.0
d2hlja1,d.38.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d3b8ma1,d.58.60.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1vc4a_,c.1.2.4,0.0,5,0.966667,39,0.966667,39,-0.966667,-0.966667
d1vdza1,c.37.1.11,0.0,15,0.0,0,0.0,0,0.0,0.0
d4i8ha_,b.47.1.2,0.07692307692307693,14,0.0,0,0.0,0,0.07692307692307693,0.07692307692307693
d4pbpa_,b.29.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d7csha_,c.2.1.0,0.15384615384615385,14,0.0,0,0.0,0,0.15384615384615385,0.15384615384615385
d3gjua1,c.67.1.0,0.21739130434782608,24,0.980769,143,0.980769,143,-0.763377695652174,-0.763377695652174
d7la1a_,c.86.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
